"state","retail.recreation","grocery.pharmacy","parks","transitstations","workplace","residential","date"
"Michigan",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Minnesota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Mississippi",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Missouri",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Montana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Nebraska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Nevada",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"New Hampshire",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"New Jersey",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"New Mexico",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"New York",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"North Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"North Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Ohio",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Oklahoma",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Oregon",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Pennsylvania",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Rhode Island",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"South Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"South Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Tennessee",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Texas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Utah",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Vermont",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Washington",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"West Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Wisconsin",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Wyoming",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-07
"Alabama",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Alaska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Arizona",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Arkansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"California",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Colorado",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Connecticut",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Delaware",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Florida",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Georgia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Hawaii",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Idaho",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Illinois",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Indiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Iowa",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Kansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Kentucky",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Louisiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Maine",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Maryland",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Massachusetts",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Michigan",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Minnesota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Mississippi",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Missouri",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Montana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Nebraska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Nevada",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"New Hampshire",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"New Jersey",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"New Mexico",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"New York",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"North Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"North Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Ohio",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Oklahoma",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Oregon",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Pennsylvania",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Rhode Island",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"South Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"South Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Tennessee",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Texas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Utah",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Vermont",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Washington",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"West Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Wisconsin",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Wyoming",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-08
"Alabama",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Alaska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Arizona",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Arkansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"California",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Colorado",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Connecticut",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Delaware",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Florida",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Georgia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Hawaii",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Idaho",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Illinois",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Indiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Iowa",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Kansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Kentucky",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Louisiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Maine",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Maryland",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Massachusetts",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Michigan",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Minnesota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Mississippi",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Missouri",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Montana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Nebraska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Nevada",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"New Hampshire",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"New Jersey",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"New Mexico",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"New York",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"North Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"North Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Ohio",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Oklahoma",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Oregon",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Pennsylvania",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Rhode Island",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"South Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"South Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Tennessee",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Texas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Utah",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Vermont",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Washington",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"West Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Wisconsin",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Wyoming",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-09
"Alabama",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Alaska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Arizona",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Arkansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"California",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Colorado",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Connecticut",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Delaware",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Florida",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Georgia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Hawaii",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Idaho",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Illinois",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Indiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Iowa",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Kansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Kentucky",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Louisiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Maine",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Maryland",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Massachusetts",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Michigan",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Minnesota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Mississippi",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Missouri",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Montana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Nebraska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Nevada",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"New Hampshire",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"New Jersey",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"New Mexico",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"New York",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"North Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"North Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Ohio",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Oklahoma",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Oregon",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Pennsylvania",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Rhode Island",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"South Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"South Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Tennessee",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Texas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Utah",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Vermont",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Washington",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"West Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Wisconsin",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Wyoming",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-10
"Alabama",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Alaska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Arizona",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Arkansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"California",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Colorado",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Connecticut",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Delaware",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Florida",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Georgia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Hawaii",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Idaho",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Illinois",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Indiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Iowa",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Kansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Kentucky",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Louisiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Maine",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Maryland",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Massachusetts",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Michigan",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Minnesota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Mississippi",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Missouri",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Montana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Nebraska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Nevada",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"New Hampshire",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"New Jersey",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"New Mexico",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"New York",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"North Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"North Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Ohio",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Oklahoma",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Oregon",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Pennsylvania",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Rhode Island",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"South Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"South Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Tennessee",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Texas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Utah",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Vermont",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Washington",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"West Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Wisconsin",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Wyoming",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-11
"Alabama",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Alaska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Arizona",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Arkansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"California",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Colorado",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Connecticut",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Delaware",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Florida",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Georgia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Hawaii",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Idaho",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Illinois",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Indiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Iowa",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Kansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Kentucky",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Louisiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Maine",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Maryland",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Massachusetts",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Michigan",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Minnesota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Mississippi",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Missouri",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Montana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Nebraska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Nevada",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"New Hampshire",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"New Jersey",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"New Mexico",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"New York",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"North Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"North Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Ohio",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Oklahoma",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Oregon",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Pennsylvania",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Rhode Island",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"South Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"South Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Tennessee",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Texas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Utah",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Vermont",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Washington",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"West Virginia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Wisconsin",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Wyoming",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-12
"Alabama",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Alaska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Arizona",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Arkansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"California",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Colorado",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Connecticut",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Delaware",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Florida",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Georgia",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Hawaii",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Idaho",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Illinois",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Indiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Iowa",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Kansas",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Kentucky",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Louisiana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Maine",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Maryland",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Massachusetts",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Michigan",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Minnesota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Mississippi",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Missouri",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Montana",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Nebraska",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Nevada",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"New Hampshire",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"New Jersey",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"New Mexico",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"New York",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"North Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"North Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Ohio",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Oklahoma",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Oregon",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Pennsylvania",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Rhode Island",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"South Carolina",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"South Dakota",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
"Tennessee",-0.05,-0.02,-0.39,-0.07,-0.02,-0.01,2020-02-13
