"","school","cumulative_students","date","start","number_students","type","loc"
"272","BARBARA GOLEMAN SENIOR HIGH",2,"2020-10-24","2020-09-06",2159,"Public","FL"
"273","BARBARA GOLEMAN SENIOR HIGH",10,"2020-11-21","2020-09-06",2159,"Public","FL"
"274","BARDMOOR ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",496,"Public","FL"
"275","BARDMOOR ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",496,"Public","FL"
"276","BARRINGTON MIDDLE SCHOOL",5,"2020-10-24","2020-09-06",1518,"Public","FL"
"277","BARRINGTON MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",1518,"Public","FL"
"278","BARRON COLLIER HIGH SCHOOL",6,"2020-10-24","2020-09-06",1727,"Public","FL"
"279","BARRON COLLIER HIGH SCHOOL",10,"2020-11-21","2020-09-06",1727,"Public","FL"
"280","BARTON ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",856,"Public","FL"
"281","BARTON ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",856,"Public","FL"
"282","BARTOW ELEMENTARY ACADEMY",3,"2020-10-24","2020-09-06",480,"Public","FL"
"283","BARTOW ELEMENTARY ACADEMY",7,"2020-11-21","2020-09-06",480,"Public","FL"
"284","BARTOW SENIOR HIGH SCHOOL",10,"2020-10-24","2020-09-06",2271,"Public","FL"
"285","BARTOW SENIOR HIGH SCHOOL",15,"2020-11-21","2020-09-06",2271,"Public","FL"
"286","BARTRAM SPRINGS ELEMENTARY",0,"2020-10-24","2020-09-06",979,"Public","FL"
"287","BARTRAM SPRINGS ELEMENTARY",1,"2020-11-21","2020-09-06",979,"Public","FL"
"288","BARTRAM TRAIL HIGH SCHOOL",13,"2020-10-24","2020-09-06",2666,"Public","FL"
"289","BARTRAM TRAIL HIGH SCHOOL",32,"2020-11-21","2020-09-06",2666,"Public","FL"
"290","BAUDER ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",769,"Public","FL"
"291","BAUDER ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",769,"Public","FL"
"292","BAUDHUIN ORAL SCHOOL-NOVA UNIVERSITY",0,"2020-11-21","2020-09-06",144,"Public","FL"
"293","BAY CREST ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",658,"Public","FL"
"294","BAY CREST ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",658,"Public","FL"
"295","BAY HAVEN CHARTER ACADEMY",5,"2020-10-24","2020-09-06",768,"Public","FL"
"296","BAY HAVEN CHARTER ACADEMY",11,"2020-11-21","2020-09-06",768,"Public","FL"
"297","BAY HAVEN CHARTER MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",464,"Public","FL"
"298","BAY HAVEN SCHOOL OF BASICS PLUS",1,"2020-10-24","2020-09-06",612,"Public","FL"
"299","BAY HAVEN SCHOOL OF BASICS PLUS",2,"2020-11-21","2020-09-06",612,"Public","FL"
"300","BAY HIGH SCHOOL",2,"2020-10-24","2020-09-06",1223,"Public","FL"
"301","BAY HIGH SCHOOL",11,"2020-11-21","2020-09-06",1223,"Public","FL"
"302","BAY LAKE ELEMENTARY",1,"2020-10-24","2020-09-06",1161,"Public","FL"
"303","BAY LAKE ELEMENTARY",1,"2020-11-21","2020-09-06",1161,"Public","FL"
"304","BAY MEADOWS ELEMENTARY",1,"2020-10-24","2020-09-06",603,"Public","FL"
"305","BAY MEADOWS ELEMENTARY",2,"2020-11-21","2020-09-06",603,"Public","FL"
"306","BAY POINT MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1039,"Public","FL"
"307","BAY POINT MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",1039,"Public","FL"
"308","BAY VISTA FUNDAMENTAL ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",647,"Public","FL"
"309","BAYONET POINT MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",822,"Public","FL"
"310","BAYONET POINT MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",822,"Public","FL"
"311","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",733,"Public","FL"
"312","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",633,"Public","FL"
"313","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",625,"Public","FL"
"314","BAYSHORE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",733,"Public","FL"
"315","BAYSHORE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",633,"Public","FL"
"316","BAYSHORE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",625,"Public","FL"
"317","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",733,"Public","FL"
"318","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",633,"Public","FL"
"319","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",625,"Public","FL"
"320","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",733,"Public","FL"
"321","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",633,"Public","FL"
"322","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",625,"Public","FL"
"323","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",733,"Public","FL"
"324","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",633,"Public","FL"
"325","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",625,"Public","FL"
"326","BAYSHORE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",733,"Public","FL"
"327","BAYSHORE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",633,"Public","FL"
"328","BAYSHORE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",625,"Public","FL"
"329","BAYSHORE HIGH SCHOOL",2,"2020-10-24","2020-09-06",1495,"Public","FL"
"330","BAYSHORE HIGH SCHOOL",5,"2020-11-21","2020-09-06",1495,"Public","FL"
"331","BAYSIDE HIGH SCHOOL",4,"2020-10-24","2020-09-06",209,"Public","FL"
"332","BAYSIDE HIGH SCHOOL",4,"2020-10-24","2020-09-06",1706,"Public","FL"
"333","BAYSIDE HIGH SCHOOL",7,"2020-11-21","2020-09-06",209,"Public","FL"
"334","BAYSIDE HIGH SCHOOL",7,"2020-11-21","2020-09-06",1706,"Public","FL"
"335","BAYSIDE HIGH SCHOOL",1,"2020-11-21","2020-09-06",209,"Public","FL"
"336","BAYSIDE HIGH SCHOOL",1,"2020-11-21","2020-09-06",1706,"Public","FL"
"337","BAYVIEW ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",579,"Public","FL"
"338","BAYVIEW ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",373,"Public","FL"
"339","BAYVIEW ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",579,"Public","FL"
"340","BAYVIEW ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",373,"Public","FL"
"341","BAYVIEW ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",579,"Public","FL"
"342","BAYVIEW ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",373,"Public","FL"
"343","BB C CHRISTIAN ACADEMY",1,"2020-10-24","2020-09-06",109,"Private","FL"
"344","BB C CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",109,"Private","FL"
"345","BEACHLAND ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",473,"Public","FL"
"346","BEACHLAND ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",473,"Public","FL"
"347","BEACHSIDE MONTESSORI VILLAGE",1,"2020-10-24","2020-09-06",787,"Public","FL"
"348","BEACHSIDE MONTESSORI VILLAGE",6,"2020-11-21","2020-09-06",787,"Public","FL"
"349","BEACON COLLEGE PREPARATORY",2,"2020-11-21","2020-09-06",418,"Public","FL"
"350","BEACON COVE INTERMEDIATE SCHOOL",1,"2020-11-21","2020-09-06",739,"Public","FL"
"351","BEACON HIGH SCHOOL",1,"2020-11-21","2020-09-06",354,"Public","FL"
"352","BEAR CREEK ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",347,"Public","FL"
"353","BEAR CREEK ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",347,"Public","FL"
"354","BEAR LAKE ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",1080,"Public","FL"
"355","BEAR LAKE ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",1080,"Public","FL"
"356","BEAR LAKES MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",781,"Public","FL"
"357","BEAUCLERC ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",774,"Public","FL"
"358","BEAUCLERC ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",774,"Public","FL"
"359","BEL-AIRE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",278,"Public","FL"
"360","BELCHER ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",684,"Public","FL"
"361","BELL CREEK ACADEMY",1,"2020-11-21","2020-09-06",656,"Public","FL"
"362","BELL ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",624,"Public","FL"
"363","BELL HIGH SCHOOL",1,"2020-10-24","2020-09-06",629,"Public","FL"
"364","BELL HIGH SCHOOL",9,"2020-11-21","2020-09-06",629,"Public","FL"
"365","BELL SHOALS BAPTIST ACADEMY",0,"2020-11-21","2020-09-06",298,"Private","FL"
"366","BELLALAGO CHARTER ACADEMY",2,"2020-10-24","2020-09-06",1472,"Public","FL"
"367","BELLALAGO CHARTER ACADEMY",2,"2020-11-21","2020-09-06",1472,"Public","FL"
"368","BELLAMY ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",634,"Public","FL"
"369","BELLE GLADE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",741,"Public","FL"
"370","BELLE TERRE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",1438,"Public","FL"
"371","BELLEAIR ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",552,"Public","FL"
"372","BELLEAIR ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",552,"Public","FL"
"373","BELLEVIEW ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",700,"Public","FL"
"374","BELLEVIEW HIGH SCHOOL",6,"2020-10-24","2020-09-06",1600,"Public","FL"
"375","BELLEVIEW HIGH SCHOOL",14,"2020-11-21","2020-09-06",1600,"Public","FL"
"376","BELLEVIEW MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1323,"Public","FL"
"377","BELLEVIEW MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",1323,"Public","FL"
"378","BELLVIEW ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",631,"Public","FL"
"379","BELLVIEW ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",631,"Public","FL"
"380","BELLVIEW MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",992,"Public","FL"
"381","BELLVIEW MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",992,"Public","FL"
"382","BELMONT ACADEMY",2,"2020-10-24","2020-09-06",493,"Public","FL"
"383","BELMONT ACADEMY",2,"2020-11-21","2020-09-06",493,"Public","FL"
"384","BEN GAMLA CHARTER SCHOOL",1,"2020-10-24","2020-09-06",251,"Public","FL"
"385","BEN GAMLA CHARTER SCHOOL",1,"2020-10-24","2020-09-06",526,"Public","FL"
"386","BEN GAMLA CHARTER SCHOOL",6,"2020-11-21","2020-09-06",251,"Public","FL"
"387","BEN GAMLA CHARTER SCHOOL",6,"2020-11-21","2020-09-06",526,"Public","FL"
"388","BEN GAMLA CHARTER SCHOOL",1,"2020-11-21","2020-09-06",251,"Public","FL"
"389","BEN GAMLA CHARTER SCHOOL",1,"2020-11-21","2020-09-06",526,"Public","FL"
"390","BEN GAMLA CHARTER SCHOOL SOUTH BROWARD",0,"2020-11-21","2020-09-06",337,"Public","FL"
"391","BEN HILL GRIFFIN JR ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",433,"Public","FL"
"392","BEN HILL GRIFFIN JR ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",433,"Public","FL"
"393","BEN SHEPPARD ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",918,"Public","FL"
"394","BEN SHEPPARD ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",918,"Public","FL"
"395","BENITO MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1082,"Public","FL"
"396","BENITO MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",1082,"Public","FL"
"397","BENJAMIN FRANKLIN K-8 CENTER",1,"2020-11-21","2020-09-06",556,"Public","FL"
"398","BENNETT C RUSSELL ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",866,"Public","FL"
"399","BENNETT C RUSSELL ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",866,"Public","FL"
"400","BENNETT ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",376,"Public","FL"
"401","BENOIST FARMS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",497,"Public","FL"
"402","BENOIST FARMS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",497,"Public","FL"
"403","BENTLEY ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",1019,"Public","FL"
"404","BENTLEY ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",1019,"Public","FL"
"405","BEREAN CHRISTIAN SCHOOL",3,"2020-10-24","2020-09-06",551,"Private","FL"
"406","BEREAN CHRISTIAN SCHOOL",3,"2020-11-21","2020-09-06",551,"Private","FL"
"407","BERKLEY ACCELERATED MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",478,"Public","FL"
"408","BERKLEY ACCELERATED MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",478,"Public","FL"
"409","BERKLEY ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",696,"Public","FL"
"410","BERKLEY ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",696,"Public","FL"
"411","BERKSHIRE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",1109,"Public","FL"
"412","BERKSHIRE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",1109,"Public","FL"
"413","BERRYHILL ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",848,"Public","FL"
"414","BERRYHILL ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",848,"Public","FL"
"415","BETA",1,"2020-10-24","2020-09-06",79,"Public","FL"
"416","BETA",1,"2020-11-21","2020-09-06",79,"Public","FL"
"417","BETHANY CHRISTIAN SCHOOL",1,"2020-10-24","2020-09-06",154,"Private","FL"
"418","BETHANY CHRISTIAN SCHOOL",1,"2020-10-24","2020-09-06",222,"Private","FL"
"419","BETHANY CHRISTIAN SCHOOL",1,"2020-11-21","2020-09-06",154,"Private","FL"
"420","BETHANY CHRISTIAN SCHOOL",1,"2020-11-21","2020-09-06",222,"Private","FL"
"421","BETHANY CHRISTIAN SCHOOL",7,"2020-11-21","2020-09-06",154,"Private","FL"
"422","BETHANY CHRISTIAN SCHOOL",7,"2020-11-21","2020-09-06",222,"Private","FL"
"423","BETHEL CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",46,"Private","FL"
"424","BETHEL CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",41,"Private","FL"
"425","BETHEL CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",17,"Private","FL"
"426","BETHEL COMMUNITY CHRISTIAN SCHOOL",0,"2020-11-21","2020-09-06",72,"Private","FL"
"427","BETHLEHEM HIGH SCHOOL",3,"2020-10-24","2020-09-06",449,"Public","FL"
"428","BETHLEHEM HIGH SCHOOL",5,"2020-11-21","2020-09-06",449,"Public","FL"
"429","BETHUNE ACADEMY",2,"2020-10-24","2020-09-06",462,"Public","FL"
"430","BETHUNE ACADEMY",2,"2020-11-21","2020-09-06",462,"Public","FL"
"431","BEULAH ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",914,"Public","FL"
"432","BEULAH MIDDLE SCHOOL",0,"2020-11-21","2020-09-06",830,"Public","FL"
"433","BEVERLY SHORES ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",736,"Public","FL"
"434","BEVERLY SHORES ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",736,"Public","FL"
"435","BEVIS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",853,"Public","FL"
"436","BEVIS ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",853,"Public","FL"
"437","BEXLEY ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",810,"Public","FL"
"438","BEYOND EXPECTATIONS ACADEMY",1,"2020-10-24","2020-09-06",132,"Private","FL"
"439","BEYOND EXPECTATIONS ACADEMY",1,"2020-11-21","2020-09-06",132,"Private","FL"
"440","BEYOND THE SPECTRUM EDUCATION CENTER",1,"2020-11-21","2020-09-06",123,"Private","FL"
"441","BIG BEND TECHNICAL COLLEGE",3,"2020-10-24","2020-09-06",0,"Public","FL"
"442","BIG BEND TECHNICAL COLLEGE",4,"2020-11-21","2020-09-06",0,"Public","FL"
"443","BIG CYPRESS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",902,"Public","FL"
"444","BIG CYPRESS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",902,"Public","FL"
"445","BIG PINE ACADEMY",1,"2020-11-21","2020-09-06",88,"Public","FL"
"446","BING ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",504,"Public","FL"
"447","BING ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",504,"Public","FL"
"448","BINKS FOREST ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",951,"Public","FL"
"449","BINKS FOREST ELEMENTARY SCHOOL",6,"2020-11-21","2020-09-06",951,"Public","FL"
"450","BISCAYNE ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",735,"Public","FL"
"451","BISCAYNE ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",694,"Public","FL"
"452","BISCAYNE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",735,"Public","FL"
"453","BISCAYNE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",694,"Public","FL"
"454","BISHOP KENNY HIGH SCHOOL",1,"2020-10-24","2020-09-06",1194,"Private","FL"
"455","BISHOP KENNY HIGH SCHOOL",3,"2020-10-24","2020-09-06",1194,"Private","FL"
"456","BISHOP KENNY HIGH SCHOOL",5,"2020-11-21","2020-09-06",1194,"Private","FL"
"457","BISHOP VEROT CATHOLIC HIGH SCHOOL",4,"2020-10-24","2020-09-06",666,"Private","FL"
"458","BISHOP VEROT CATHOLIC HIGH SCHOOL",7,"2020-11-21","2020-09-06",666,"Private","FL"
"459","BLACKBURN ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",516,"Public","FL"
"460","BLAKE HIGH SCHOOL",5,"2020-10-24","2020-09-06",1747,"Public","FL"
"461","BLAKE HIGH SCHOOL",8,"2020-11-21","2020-09-06",1747,"Public","FL"
"462","BLANCHE ELY HIGH SCHOOL",0,"2020-11-21","2020-09-06",2036,"Public","FL"
"463","BLANKNER K-8",2,"2020-11-21","2020-09-06",973,"Public","FL"
"464","BLANTON ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",523,"Public","FL"
"465","BLANTON ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",523,"Public","FL"
"466","BLESSED SACRAMENT CATHOLIC SCHOOL",0,"2020-11-21","2020-09-06",197,"Private","FL"
"467","BLOOMINGDALE HIGH SCHOOL",4,"2020-10-24","2020-09-06",2334,"Public","FL"
"468","BLOOMINGDALE HIGH SCHOOL",8,"2020-11-21","2020-09-06",2334,"Public","FL"
"469","BLOUNTSTOWN ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",581,"Public","FL"
"470","BLOUNTSTOWN ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",581,"Public","FL"
"471","BLOUNTSTOWN HIGH SCHOOL",10,"2020-10-24","2020-09-06",407,"Public","FL"
"472","BLOUNTSTOWN HIGH SCHOOL",17,"2020-11-21","2020-09-06",407,"Public","FL"
"473","BLUE ANGELS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",813,"Public","FL"
"474","BLUE ANGELS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",813,"Public","FL"
"475","BLUE JAY ACADEMY",0,"2020-10-24","2020-09-06",51,"Private","FL"
"476","BLUE JAY ACADEMY",0,"2020-11-21","2020-09-06",51,"Private","FL"
"477","BLUE LAKE ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",565,"Public","FL"
"478","BLUE LAKE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",565,"Public","FL"
"479","BLUE LAKES ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",463,"Public","FL"
"480","BLUEWATER ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",955,"Public","FL"
"481","BLUEWATER ELEMENTARY SCHOOL",6,"2020-11-21","2020-09-06",955,"Public","FL"
"482","BOB GRAHAM EDUCATION CENTER",1,"2020-10-24","2020-09-06",1623,"Public","FL"
"483","BOB GRAHAM EDUCATION CENTER",10,"2020-11-21","2020-09-06",1623,"Public","FL"
"484","BOB SIKES ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",833,"Public","FL"
"485","BOB SIKES ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",833,"Public","FL"
"486","BOCA CIEGA HIGH SCHOOL",4,"2020-10-24","2020-09-06",1724,"Public","FL"
"487","BOCA CIEGA HIGH SCHOOL",7,"2020-11-21","2020-09-06",1724,"Public","FL"
"488","BOCA RATON CHRISTIAN SCHOOL",1,"2020-10-24","2020-09-06",502,"Private","FL"
"489","BOCA RATON CHRISTIAN SCHOOL",1,"2020-11-21","2020-09-06",502,"Private","FL"
"490","BOCA RATON COMMUNITY HIGH SCHOOL",3,"2020-10-24","2020-09-06",3379,"Public","FL"
"491","BOCA RATON COMMUNITY HIGH SCHOOL",13,"2020-11-21","2020-09-06",3379,"Public","FL"
"492","BOCA RATON COMMUNITY MIDDLE SCHOOL",4,"2020-10-24","2020-09-06",1547,"Public","FL"
"493","BOCA RATON COMMUNITY MIDDLE SCHOOL",5,"2020-11-21","2020-09-06",1547,"Public","FL"
"494","BOCA RATON ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",355,"Public","FL"
"495","BOCA RATON ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",355,"Public","FL"
"496","BOGGY CREEK ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",715,"Public","FL"
"497","BOK ACADEMY",2,"2020-11-21","2020-09-06",600,"Public","FL"
"498","BOND ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",687,"Public","FL"
"499","BOND ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",687,"Public","FL"
"500","BONIFAY K-8 SCHOOL",6,"2020-10-24","2020-09-06",1279,"Public","FL"
"501","BONIFAY K-8 SCHOOL",9,"2020-11-21","2020-09-06",1279,"Public","FL"
"502","BONITA SPRINGS CHARTER SCHOOL",2,"2020-10-24","2020-09-06",1299,"Public","FL"
"503","BONITA SPRINGS CHARTER SCHOOL",10,"2020-11-21","2020-09-06",1299,"Public","FL"
"504","BONITA SPRINGS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",514,"Public","FL"
"505","BONITA SPRINGS ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",514,"Public","FL"
"506","BONITA SPRINGS HIGH SCHOOL",1,"2020-10-24","2020-09-06",677,"Public","FL"
"507","BONITA SPRINGS HIGH SCHOOL",3,"2020-11-21","2020-09-06",677,"Public","FL"
"508","BONITA SPRINGS MIDDLE CENTER FOR THE ARTS",0,"2020-10-24","2020-09-06",894,"Public","FL"
"509","BONITA SPRINGS MIDDLE CENTER FOR THE ARTS",1,"2020-11-21","2020-09-06",894,"Public","FL"
"510","BONNEVILLE ELEMENTARY",0,"2020-10-24","2020-09-06",601,"Public","FL"
"511","BONNEVILLE ELEMENTARY",0,"2020-11-21","2020-09-06",601,"Public","FL"
"512","BOOKER HIGH SCHOOL",1,"2020-10-24","2020-09-06",1285,"Public","FL"
"513","BOOKER HIGH SCHOOL",3,"2020-11-21","2020-09-06",1285,"Public","FL"
"514","BOOKER MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",805,"Public","FL"
"515","BOOKER MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",805,"Public","FL"
"516","BOULEVARD HEIGHTS ELEMENTARY",2,"2020-11-21","2020-09-06",672,"Public","FL"
"517","BOULWARE SPRINGS CHARTER",1,"2020-10-24","2020-09-06",159,"Public","FL"
"518","BOULWARE SPRINGS CHARTER",2,"2020-11-21","2020-09-06",159,"Public","FL"
"519","BOWERS-WHITLEY CAREER CENTER",1,"2020-11-21","2020-09-06",127,"Public","FL"
"520","BOWLING GREEN ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",350,"Public","FL"
"521","BOWLING GREEN ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",350,"Public","FL"
"522","BOWMAN ASHE/DOOLIN K-8 ACADEMY",2,"2020-10-24","2020-09-06",949,"Public","FL"
"523","BOWMAN ASHE/DOOLIN K-8 ACADEMY",6,"2020-11-21","2020-09-06",949,"Public","FL"
"524","BOYD H. ANDERSON HIGH SCHOOL",0,"2020-10-24","2020-09-06",1712,"Public","FL"
"525","BOYD H. ANDERSON HIGH SCHOOL",1,"2020-11-21","2020-09-06",1712,"Public","FL"
"526","BOYETTE SPRINGS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",861,"Public","FL"
"527","BOYETTE SPRINGS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",861,"Public","FL"
"528","BOYNTON BEACH COMMUNITY HIGH",2,"2020-11-21","2020-09-06",1575,"Public","FL"
"529","BOYSTOWN",0,"2020-11-21","2020-09-06",78,"Public","FL"
"530","BRADEN RIVER ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",621,"Public","FL"
"531","BRADEN RIVER HIGH SCHOOL",8,"2020-10-24","2020-09-06",2036,"Public","FL"
"532","BRADEN RIVER HIGH SCHOOL",13,"2020-11-21","2020-09-06",2036,"Public","FL"
"533","BRADEN RIVER MIDDLE SCHOOL",5,"2020-10-24","2020-09-06",1075,"Public","FL"
"534","BRADEN RIVER MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",1075,"Public","FL"
"535","BRADENTON CHRISTIAN SCHOOL",9,"2020-10-24","2020-09-06",817,"Private","FL"
"536","BRADENTON CHRISTIAN SCHOOL",16,"2020-11-21","2020-09-06",817,"Private","FL"
"537","BRADFORD HIGH SCHOOL",8,"2020-10-24","2020-09-06",787,"Public","FL"
"538","BRADFORD HIGH SCHOOL",9,"2020-11-21","2020-09-06",787,"Public","FL"
"539","BRADFORD MIDDLE SCHOOL",4,"2020-10-24","2020-09-06",667,"Public","FL"
"540","BRADFORD MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",667,"Public","FL"
"541","BRANDON HIGH SCHOOL",5,"2020-10-24","2020-09-06",1875,"Public","FL"
"542","BRANDON HIGH SCHOOL",7,"2020-11-21","2020-09-06",1875,"Public","FL"
"543","BRANFORD ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",667,"Public","FL"
"544","BRANFORD ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",667,"Public","FL"
